"Country Name","Country Code","Indicator Name","Indicator Code","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024"
"Colombia","COL","GDP per capita (current US$)","NY.GDP.PCAP.CD",2555.00751039968,2472.99084035833,2428.92969771584,2311.94218760291,2818.57195413044,3456.06610874512,3789.85361217027,4769.926147194,5541.83629665898,5250.97292433518,6398.2958447102,7400.9940695669,8108.59838244229,8279.10255642981,8187.20824890084,6248.51490534512,5959.84250367574,6479.53231292429,6816.96818309544,6472.54544924705,5339.68711357943,6222.62164397614,6680.44506854481,7000.83660501046,7913.98801464547
"Costa Rica","CRI","GDP per capita (current US$)","NY.GDP.PCAP.CD",3812.75388284924,3985.12984506207,4067.71851429092,4173.14856415514,4431.0117207843,4703.00721784778,5256.59640859159,6137.71199925542,6937.24261596055,6832.69829924138,8265.78820275899,9276.39107510528,10126.999102414,10803.2401961972,10911.4978783227,11714.7105980803,12091.0301606335,12317.0902771322,12590.2493781628,12884.6859951947,12394.0493969354,12838.1185359009,13625.9008491478,16942.0268119304,18587.1532203614
"Cyprus","CYP","GDP per capita (current US$)","NY.GDP.PCAP.CD",14388.3525390625,14821.44921875,16093.2158203125,20252.24609375,23792.619140625,24959.26171875,26729.28125,31244.87890625,35397.296875,32236.44921875,31105.02734375,32485.796875,28991.935546875,27797.45703125,27244.3515625,23487.228515625,24715.154296875,26696.990234375,29599.986328125,29703.052734375,28649.015625,33734.03515625,33894.44921875,36551.41796875,38654.16796875
"Czechia","CZE","GDP per capita (current US$)","NY.GDP.PCAP.CD",6062.92152842793,6669.07494847497,8101.26018588111,9852.45677945801,11782.5546676117,13442.4916284309,15259.0788162004,18452.6532812196,22774.7045076205,19817.4215836554,20160.4355077059,22049.1080788682,20014.0354015165,20260.4954999375,20038.4163180257,17931.5987670768,18753.9686718096,20913.197632212,23705.9329811299,24062.7190013343,23472.8915454417,27696.4619527544,28282.2236715857,31591.0568216357,31706.6234229743
"Germany","DEU","GDP per capita (current US$)","NY.GDP.PCAP.CD",23925.8559901991,23878.3641471651,25486.5942008748,30711.1022511331,34566.7359143735,35084.4363546269,36980.3349948954,42350.9217211489,46386.3295924799,42487.2137101496,42409.9356994694,47646.582043143,44735.5882319701,47220.0102098851,48971.0824722599,41911.0109851054,42961.0356905775,45526.5999576533,48874.8595028454,47623.8656074829,47379.765194548,52265.6541620571,49686.1154582583,53940.4073447462,55800.2194549412
"Djibouti","DJI","GDP per capita (current US$)","NY.GDP.PCAP.CD",737.612183644052,742.133791107063,743.013270420348,764.634465224597,806.261652944964,844.4483573908,898.464628136774,969.573220191902,1119.15233346969,1150.9375857489,1213.23352553429,1306.34552844977,1400.19357858954,2075.94498424748,2214.62084142432,2376.12554719873,2510.4300076241,2618.95521147369,2718.08338799203,2837.16902340932,2844.88810647853,3025.91126413549,3133.25779772463,3397.52015779588,3496.47111876763
"Denmark","DNK","GDP per capita (current US$)","NY.GDP.PCAP.CD",30722.0251837567,30768.4775471112,33257.1622586509,40519.0974905924,46625.050098011,48925.8076698784,52119.1787984282,58631.6566433635,64616.6657583663,58412.7472358513,58104.5445594981,61809.737898222,58443.7747103968,61377.5940590412,62520.4509747011,53094.0133607574,54500.9260410217,57521.5514992225,61324.7665045565,59404.2663247723,60985.4885601514,69727.9873677012,68091.3191138669,68453.8769281145,71851.7562131368
"Dominican Republic","DOM","GDP per capita (current US$)","NY.GDP.PCAP.CD",2831.45883638033,2935.89367312668,3065.60329524196,2383.26171780393,2451.69161616569,3878.31206735244,4055.14270347371,4649.64558875814,5023.58513403515,4973.95186999952,5478.62470398954,5826.51014109195,6013.81965002603,6136.59429329301,6496.45166971142,6800.95309395474,7160.44200982307,7412.71571571512,7882.98221584944,8183.01623600375,7135.22273255899,8527.0754858205,10104.2449349081,10630.431743829,10875.6618443092
"Ecuador","ECU","GDP per capita (current US$)","NY.GDP.PCAP.CD",1382.23421759909,1791.30359685037,2059.1585535974,2315.62215223014,2586.20914663347,2909.02606014388,3243.67010359339,3478.92488770671,4194.75750661981,4053.36331139298,4520.30959039763,5153.6916424375,5634.08393191094,6109.29031510341,6405.79979300441,5976.1596805651,5917.63771271481,6233.32244797718,6303.91886658338,6205.05765246766,5463.64515348598,6061.32350181711,6515.58528418336,6737.84748379638,6874.705739766
"Egypt, Arab Rep.","EGY","GDP per capita (current US$)","NY.GDP.PCAP.CD",1366.09274372613,1295.1374184163,1116.82884626213,1031.27556291284,991.255689145253,1105.53920713903,1298.97900203124,1547.74170735909,1896.21594269779,2161.63964573927,2455.08194645282,2590.64384891965,2996.0677072015,3025.52563552448,3133.39102265541,3306.98159414141,3270.6287768197,2395.10333299491,2484.70315630508,2962.98892023003,3511.11381026379,3827.35415374308,4233.30783744856,3456.78968456253,3338.47371395895
"Spain","ESP","GDP per capita (current US$)","NY.GDP.PCAP.CD",14743.2671031455,15368.2337984435,17111.0685058941,21522.0170990262,24925.0267844576,26450.9530130382,28421.686527407,32652.015594702,35603.248328071,32279.8208476151,30658.7422282912,31824.6219134777,28456.4438151477,29228.846559842,29707.765509467,25982.4416197775,26755.6061149398,28381.3425596906,30602.4212881113,29786.5245689007,27233.9426461608,30799.4775937775,30270.2687017458,33509.0127982139,35297.0094995565
"Estonia","EST","GDP per capita (current US$)","NY.GDP.PCAP.CD",4070.60902410208,4502.66614992392,5343.18310760735,7205.40703313243,8916.0728274602,10414.6381183565,12641.4800976473,16745.4308011148,18205.9064113446,14712.4494217916,14663.7041018705,17555.5455239426,17568.2137969714,19310.3874900757,20581.7898991695,17722.1557669523,18666.3736521706,20851.5223496861,23618.1361254581,24021.2501413306,23933.9939421065,27953.7670230126,28451.1477825175,30133.304450454,31170.0915091887
"Ethiopia","ETH","GDP per capita (current US$)","NY.GDP.PCAP.CD",122.269202606069,118.457204255261,109.593813612988,116.800491132777,133.169812538096,158.243458082465,189.345737521418,237.146255996319,316.410475118075,368.574712267445,330.619412798644,343.024942351887,452.101031885754,484.039833104062,549.986577082588,621.845673808133,696.196084806324,745.632433925343,747.968003672674,828.709080522921,905.313159254148,910.947887074508,1011.07332413462,NA,NA
"Finland","FIN","GDP per capita (current US$)","NY.GDP.PCAP.CD",24335.9225082659,24965.202996776,26989.389260959,32920.0857192568,37768.1334202029,39049.8703780223,41214.0187765069,48473.0240091455,53769.4726240385,47478.3495310999,46506.2919016566,51060.3242589767,47551.6740841369,49691.0145200739,50073.7760815871,42560.3456767103,43451.2562442158,46085.0174739036,49654.2497035329,48358.1807773701,48828.6846862799,53099.1351400148,50440.560224974,52821.5114340717,53188.6186245158
"Fiji","FJI","GDP per capita (current US$)","NY.GDP.PCAP.CD",1995.72071163264,1944.997414609,2136.56794118683,2655.58079586044,3097.19096651759,3377.69126953493,3455.10599907349,3762.74692789299,3899.92231512129,3164.13275408169,3449.14452883369,4139.60288609702,4341.40338748749,4572.44377544245,5293.35676680464,5097.53106864695,5363.79026679243,5826.84814459328,6085.41979485376,5950.82866866702,4844.42127154524,4696.17103944634,5405.03006162671,5888.73667332429,6288.39867264416
"France","FRA","GDP per capita (current US$)","NY.GDP.PCAP.CD",22340.5939516217,22331.7948343036,24144.5727019529,29479.5222101175,33644.9282220364,34696.3718316971,36431.5658906555,41486.1907828787,45464.8181385158,41728.0884164132,40694.8211697025,43929.7840873812,40863.5814412333,42669.1795111893,43148.0459288416,36702.4323733379,37024.2157133669,38687.1626407164,41418.1766484844,40408.2848574751,39169.8606000707,43725.0999521245,41082.8119320747,44690.9345395117,46150.4876861593
"United Kingdom","GBR","GDP per capita (current US$)","NY.GDP.PCAP.CD",28280.926786099,27906.5695029641,30077.741432188,34442.6875402308,40366.8886650968,42104.7884375024,44512.4590296865,50397.6854954706,47396.1202078484,38744.131693043,39598.957119545,42109.6418795749,42490.1465463521,43419.0352598932,47426.6209829995,44983.885522934,40988.1044233026,40629.2340347345,43315.4874501318,42794.0022648288,40404.8062238951,46926.475736105,46062.9914079698,49200.8101526146,52636.7865943853
"Georgia","GEO","GDP per capita (current US$)","NY.GDP.PCAP.CD",749.908534993961,801.98383707929,853.526171868939,1010.03151630868,1305.04748557208,1642.78359414797,1996.02013272284,2635.36650276116,3324.7537205015,2822.68939668797,3281.72930937343,4119.66818307193,4530.69533409431,4712.00229382665,4830.33486170249,4086.6223465965,4143.40125686315,4418.75206546679,4804.0546040444,4741.2832715876,4300.85701291207,5083.60695484577,6729.84659930283,8283.66960652261,9193.66366361489
"Guinea","GIN","GDP per capita (current US$)","NY.GDP.PCAP.CD",518.157066924026,483.085120214741,495.916073559269,566.48540588068,584.897740538081,463.17768685098,446.980554135013,650.148575304743,703.532825784369,662.185914665575,659.235326211315,636.694958747648,699.353377212197,748.455020824734,765.146999389279,747.356966759448,711.996509782316,833.598621691121,933.273615633705,1031.34146480732,1053.66097696415,1244.96550477914,1416.59612011764,1555.49375806861,1717.02318120779
"Gambia, The","GMB","GDP per capita (current US$)","NY.GDP.PCAP.CD",538.054072348854,459.803068381399,376.531026962584,308.719123437587,593.285346326581,616.483657865348,614.544307904464,724.726407242432,859.127671411226,774.888030908091,801.033372714536,710.608411468152,692.579361628102,653.862713272743,568.00453558864,619.536364296461,650.056501323611,642.522641296331,696.219806960615,738.186751987483,720.335143352133,781.890925169531,836.244875582631,888.157407441902,908.525674150965
"Guinea-Bissau","GNB","GDP per capita (current US$)","NY.GDP.PCAP.CD",316.945495037639,327.138431972397,362.034574570354,419.78486611807,431.376557669634,463.073962650452,448.513075469701,519.069789794741,640.210331101753,583.190020139094,600.194298540768,719.539573498937,635.461653303881,654.304534409417,652.022501029449,645.066837207039,679.665386626818,783.123186602022,808.531613218504,807.425524872835,836.26731423732,912.484104692847,873.437861875428,964.927554218909,962.983627901892
"Greece","GRC","GDP per capita (current US$)","NY.GDP.PCAP.CD",11638.2010697215,12156.9572824221,13782.195640943,18020.612039764,21449.2552764245,22054.1315756886,24416.0232970275,28440.7625328955,31695.8331092209,29425.4573200263,26653.0488008626,25504.7866510124,21624.346052551,21573.3449762805,21474.7257123892,17980.7298238137,17919.2426377048,18631.9930129293,19873.4015238771,19335.3602002969,17886.733165236,20654.7001960815,20971.8349258283,23400.7278817691,24752.1068401681
"Guatemala","GTM","GDP per capita (current US$)","NY.GDP.PCAP.CD",1648.96578971559,1537.68663578252,1669.33517469705,1722.54701910774,1840.91184884,2046.46611650758,2225.1234753878,2458.81573919384,2763.05988172926,2611.64632773352,2805.25960237322,3168.98370607705,3286.61959336267,3444.15971264862,3689.14471813777,3893.50522093509,4060.13754974186,4324.99608157801,4352.94651790253,4511.99755157656,4477.61761796418,4912.62225721201,5358.70127494396,5758.30876298845,6150.02597767851
"Honduras","HND","GDP per capita (current US$)","NY.GDP.PCAP.CD",1092.56400746252,1132.1648753329,1132.49965345317,1156.08162681357,1215.13995412761,1304.70039153826,1425.84780051892,1577.73789197407,1732.49062702803,1781.15703614674,1893.32722662035,2073.66121088074,2126.03474686503,2081.12843527945,2179.88171977271,2271.20265980349,2307.34468351082,2413.0076562942,2464.64241531918,2502.32744328073,2307.61494319511,2735.14751503977,3003.28996826399,3227.45762509776,3426.43483328923
"Croatia","HRV","GDP per capita (current US$)","NY.GDP.PCAP.CD",4953.65158789022,5364.83824691607,6219.58164143945,8190.11135193887,9718.97322801967,10443.5278353294,11502.753124287,13757.605654192,15889.4347074759,14475.9632928725,13731.2865213989,14694.9993201417,13508.6836989693,14136.3967669505,14187.9694531493,12285.3032582105,12821.1738140304,13902.6310485422,15460.4183295843,15563.8167397199,14808.4620188819,17789.9304736722,18466.0955472648,21865.4562838641,23931.4528382746
"Hungary","HUN","GDP per capita (current US$)","NY.GDP.PCAP.CD",4629.91760812548,5280.94887987063,6658.04494326809,8410.09248198479,10291.2694721409,11212.2046968994,11478.4891640501,13934.605460375,15762.6322515113,13051.1831777184,13189.8433874768,14211.460557822,12950.1594488143,13739.4620151401,14352.501883174,12782.9412577973,13215.8605277789,14736.1668157258,16605.0570511887,17012.8598553199,16386.9308821258,19030.628130329,18483.6366867035,22312.1790289763,23310.7512733957
"Indonesia","IDN","GDP per capita (current US$)","NY.GDP.PCAP.CD",763.711124950924,732.307093405708,881.002913569131,1043.2105838671,1126.84004447173,1238.21447629488,1558.31562847163,1823.21976255073,2124.55483920618,2218.48541852977,3065.68348377765,3579.46442466152,3632.27254030331,3566.60284506078,3441.06808464008,3288.22269725538,3521.46943457574,3798.88326174526,3860.95353090726,4106.94856160358,3853.70288774146,4287.17313995098,4730.83484836107,4876.30774512252,4925.43048751861
"India","IND","GDP per capita (current US$)","NY.GDP.PCAP.CD",442.750218937263,450.357900514128,469.149928973927,544.143133545002,624.258826510066,710.488080408949,801.668353659022,1021.88707706826,992.519584923828,1094.94974598436,1347.51939071367,1445.46127486037,1429.32199520032,1432.84397512195,1553.88396075118,1583.99815907985,1707.50892912243,1950.10468280866,1966.25455171679,2041.42863698585,1907.04251637669,2239.61384367482,2347.44829434623,2530.12031278204,2696.66389984463
"Ireland","IRL","GDP per capita (current US$)","NY.GDP.PCAP.CD",26334.5672050501,28282.409882073,32705.4345565698,41203.5295847568,47754.2023194244,50933.0216095589,54329.1618599624,61396.417461176,61353.1065629523,52133.0909237885,48679.4026820361,52692.7813135606,49411.7387476787,52619.2123745817,57278.2590911107,64311.8234684057,64192.9418053178,72198.1076995377,80738.9628834696,81810.1926481407,86622.5067251295,103961.976350649,105234.511567597,103887.800388081,107316.337306921
"Iran, Islamic Rep.","IRN","GDP per capita (current US$)","NY.GDP.PCAP.CD",1650.01385832603,1881.02266634748,1891.25756092031,2208.99636553529,2672.42266512669,3132.05081925856,3618.9160136791,4687.99166265915,5377.41150725587,5415.52280554144,6291.19443652344,8025.68743364356,8114.08099831877,6222.74194840326,5672.06372896319,4952.73355532178,5477.03712389913,5753.11544659399,4631.78709016514,3831.27894763337,2988.78122414716,4334.79268631354,4405.09291519791,4465.63766853306,4771.40029026226
"Iceland","ISL","GDP per capita (current US$)","NY.GDP.PCAP.CD",32096.3722613695,28897.4439396908,32409.2161491753,39476.6978486684,47334.9306537723,56794.8501588953,57492.9342498703,69495.7267376825,56943.3704468563,41301.273219718,43237.0729488958,47714.5922308485,45995.5478789467,49804.9829978371,54576.7448146565,52951.6815110898,61987.9263620283,72010.1490316258,74452.1890731447,68452.23622306,59023.5663465778,69178.4046960961,75121.0152280628,79960.0961535662,82703.8579937471
"Israel","ISR","GDP per capita (current US$)","NY.GDP.PCAP.CD",21706.5194056329,20966.3052667971,19076.4584298321,19643.4690380742,20568.0694088834,21286.8388636595,22527.2619795719,25721.2594077311,30269.217773489,28508.4938886475,31439.0887027614,34522.5215979073,33321.4300881602,37034.3161080785,38343.3046626235,36213.1041481958,37671.5389138798,41138.470964272,42362.6652754196,44250.6313628073,44575.5719045492,52270.9040241956,54949.621556429,52003.7200729997,54176.6844383302
"Italy","ITA","GDP per capita (current US$)","NY.GDP.PCAP.CD",20190.0035636084,20570.4385917862,22451.3964379368,27577.5700319855,31348.1901841445,32062.723833669,33537.1286994269,37826.1754554823,40828.5795580937,37099.6133958219,35856.8625485539,38432.3742820019,34854.3949441965,35701.6746002376,36028.3494022349,30639.8829751432,31391.5692898108,32844.115660604,34904.1081923834,33812.788724868,32091.4866621366,36852.5425414951,35653.9042103495,39065.4244365633,40226.0472416173
"Jamaica","JAM","GDP per capita (current US$)","NY.GDP.PCAP.CD",3453.09252800226,3503.55026688858,3680.64551727724,3549.70758394618,3807.56293124552,4184.43974867497,4417.00127135363,4716.48612542727,5029.80095281745,4428.38153333557,4809.977380312,5232.63644918132,5340.83333232158,5124.21301411137,4975.11325459872,5062.8955502426,5009.79448724295,5259.31332766957,5578.10347525832,5607.24299266608,4879.44025773374,5165.33782130331,6022.15339791763,6839.72502408181,7019.74634780454
"Jordan","JOR","GDP per capita (current US$)","NY.GDP.PCAP.CD",1570.61002940477,1632.29454010563,1706.26744384401,1775.67625581432,1940.08641342805,2087.87079273635,2342.63459574933,2506.20599484139,3241.6524135556,3435.8337590698,3718.46571622945,3946.85503855525,4169.50470054618,4311.21916713038,4191.18050084986,4042.75678097555,3986.71677010853,4065.61628749384,4145.43989673265,4170.1144003465,4022.0401356135,4183.49998326866,4332.25159897931,4466.08314208575,4618.09592498567
"Japan","JPN","GDP per capita (current US$)","NY.GDP.PCAP.CD",39169.3595701504,34406.1824638092,32820.7936433254,35387.0374203599,38298.9801712303,37812.8950199948,35991.546002862,35779.0245416427,39876.3039685725,41308.9968370512,44968.1562349739,48760.0789494211,49145.2804308193,40898.6478964744,38475.3952461838,34960.6393843385,39375.4731620781,38834.0529341227,39751.1330982711,40415.9567649547,40028.7341726762,40094.5599795288,34065.6438962526,33836.1756271617,32475.8924992191
